Ring;Year;Sex;Treatment;Nest;Date.1;Date.2;days_resample;Age.1;Age.2;avg_age;Weight.1;Weight.2;Wing.1;Wing.2;growth_rate;body_condition.1;body_condition.2;delta_body_condition;Lprev.1;Lprev.2;Lbinom.1;Lbinom.2
3418507;2018;Male;Malarone;1837;27/05/2018;02/06/2018;6;19.81031419;25.43155368;22.62093394;540;720;12.9;18.6;30;7.889822929;92.24141122;84.35158829;1;1;1;1
3418508;2018;Female;Malarone;1837;27/05/2018;02/06/2018;6;17.86867029;23.7352367;20.8019535;515;680;11.8;17.8;27.5;-60.19830266;-24.51506574;35.68323693;1;1;1;1
3418509;2018;Male;Malarone;905;27/05/2018;02/06/2018;6;22.39662326;28.30513045;25.35087685;670;740;15.6;21.1;11.66666667;88.2159599;79.27822128;-8.93773862;3;1;1;1
3418510;2018;Female;Malarone;2081;27/05/2018;03/06/2018;7;17.96981717;24.68776647;21.32879182;550;695;11.9;18.7;20.71428571;-27.85286367;-25.03093685;2.821926821;0;3;0;1
3418511;2018;Male;Malarone;2081;27/05/2018;03/06/2018;7;17.01921032;23.67104753;20.34512893;450;505;10.2;16.9;7.857142857;-20.72747593;-97.7057151;-76.97823917;0;3;0;1
3418512;2018;Male;Malarone;2081;27/05/2018;03/06/2018;7;12.99147758;21.15345387;17.07246572;335;460;7.1;14.3;17.85714286;-41.03084097;-99.04088454;-58.01004358;0;0;0;0
3418513;2018;Male;Control;1886;27/05/2018;02/06/2018;6;19.90738809;25.75676563;22.83207686;535;695;13;18.9;26.66666667;0.871423708;63.0592196;62.18779589;0;0;0;0
3418514;2018;Male;Control;1886;27/05/2018;02/06/2018;6;18.61867989;24.38045648;21.49956819;425;660;11.7;17.6;39.16666667;-81.58929718;46.68604755;128.2753447;0;1;0;1
3418515;2018;Female;Control;1886;27/05/2018;02/06/2018;6;12.13982505;19.63360523;15.88671514;265;540;7.1;13.6;45.83333333;-150.3984943;-79.85698087;70.54151343;0;0;0;0
3418516;2018;Male;Control;1500;27/05/2018;02/06/2018;6;20.86751448;25.97631996;23.42191722;650;735;14;19.1;14.16666667;96.50097818;100.307811;3.806832849;0;3;0;1
3418526;2018;Male;Malarone;2074;31/05/2018;07/06/2018;7;21.15345387;27.81888;24.48616694;630;775;14.3;20.7;20.71428571;70.95911546;119.2808888;48.32177337;0;0;0;0
3418527;2018;Male;Malarone;2074;31/05/2018;07/06/2018;7;20.7720929;27.34319786;24.05764538;580;690;13.9;20.3;15.71428571;28.374688;39.38117553;11.00648753;0;0;0;0
3418528;2018;Male;Control;2074;31/05/2018;07/06/2018;7;16.56303017;22.88140447;19.72221732;450;580;9.8;16.1;18.57142857;-10.27082555;-10.03019401;0.240631538;0;0;0;0
3418535;2018;Female;Control;1152;31/05/2018;09/06/2018;9;20.58760999;28.33056656;24.45908828;615;865;14.6;21.8;27.77777778;-27.17581523;96.71926866;123.8950839;0;0;0;0
3418536;2018;Female;Control;1152;31/05/2018;09/06/2018;9;16.05487822;24.04831684;20.05159753;395;800;10.1;18.1;45;-131.263495;90.22748131;221.4909764;0;0;0;0
3418551;2018;Female;Control;1416;09/06/2018;15/06/2018;6;16.71841922;23.22238267;19.97040095;610;735;10.7;17.3;20.83333333;65.58356811;39.44746679;-26.13610132;0;0;0;0
3418552;2018;Male;Control;1416;09/06/2018;15/06/2018;6;14.01531943;18.51651909;16.26591926;400;320;7.8;11.6;-13.33333333;-0.608259487;-184.3456662;-183.7374067;0;0;0;0
3418553;2018;Female;Control;407;09/06/2018;15/06/2018;6;19.34553664;25.34649034;22.34601349;590;800;13.3;19.3;35;-22.84040122;70.03464977;92.87505099;0;0;0;0
3418554;2018;Female;Control;407;09/06/2018;15/06/2018;6;20.01586195;25.68360377;22.84973286;665;750;14;19.6;14.16666667;36.02459482;15.18267267;-20.84192215;0;0;0;0
3418555;2018;Female;Control;2092;09/06/2018;16/06/2018;7;20.96925365;26.84732698;23.90829032;735;720;15;20.6;-2.142857143;84.32194795;-30.47048753;-114.7924355;2;0;1;0
3418556;2018;Male;Control;1532;09/06/2018;16/06/2018;7;23.67104753;30.49443565;27.08274159;665;675;16.9;22.8;1.428571429;62.2942849;-5.975568783;-68.26985368;1;1;1;1
3418557;2018;Male;Control;1532;09/06/2018;16/06/2018;7;23.37259065;28.30513045;25.83886055;660;590;16.6;21.1;-10;61.97586796;-70.72177872;-132.6976467;0;0;0;0
3418558;2018;Female;Control;1532;09/06/2018;16/06/2018;7;20.01586195;26.72808288;23.37197241;570;765;14;20.5;27.85714286;-58.97540518;16.06023867;75.03564385;0;3;0;1
3418564;2018;Female;Control;16181;09/06/2018;15/06/2018;6;22.52093812;30.46400219;26.49247015;755;890;16.6;23.4;22.5;72.44014125;99.43996973;26.99982847;1;0;1;0
3418565;2018;Male;Control;16181;09/06/2018;15/06/2018;6;24.17575925;31.45499605;27.81537765;675;785;17.4;23.5;18.33333333;64.67329607;96.12028768;31.44699162;0;0;0;0
3418566;2018;Male;Control;16181;09/06/2018;15/06/2018;6;21.62994996;27.81888;24.72441498;585;720;14.8;20.7;22.5;16.97605268;64.28088883;47.30483615;0;0;0;0
3418567;2018;Male;Control;1043;09/06/2018;15/06/2018;6;19.22152605;26.19814287;22.70983446;570;650;12.3;19.3;13.33333333;50.33890906;12.58506349;-37.75384557;0;0;0;0
3418568;2018;Male;Control;1043;09/06/2018;15/06/2018;6;15.97079092;22.01225633;18.99152362;400;470;9.3;15.2;11.66666667;-46.58280817;-104.9945311;-58.41172292;0;4;0;1
3418569;2018;Female;Control;1995;09/06/2018;15/06/2018;6;17.66486656;30.05021133;23.85753895;560;825;11.6;23.1;44.16666667;-9.821015959;38.49891136;48.31992732;2;3;1;1
3418570;2018;Male;Control;1995;09/06/2018;15/06/2018;6;12.52730259;19.90738809;16.21734534;320;485;6.8;13;27.5;-44.74643824;-49.12857629;-4.382138056;0;4;0;1
3418571;2018;Female;Control;1339;27/05/2018;03/06/2018;7;15.11913839;22.22536546;18.67225193;510;545;9.3;16.3;5;9.694616249;-131.8229773;-141.5175936;0;3;0;1
3418572;2018;Male;Control;1339;27/05/2018;03/06/2018;7;19.12214918;25.75676563;22.43945741;610;750;12.2;18.9;20;92.47264663;118.0592196;25.58657297;3;3;1;1
3418573;2018;Female;Control;1339;27/05/2018;03/06/2018;7;9.463094656;14.6256982;12.04439643;290;260;5.5;8.9;-4.285714286;-45.07571657;-226.4761848;-181.4004683;0;0;0;0
3418574;2018;Female;Control;2106;27/05/2018;03/06/2018;7;10.86506582;19.24915388;15.05710985;380;585;6.3;13.2;29.28571429;2.206060101;-25.46632495;-27.67238505;0;0;0;0
3418577;2018;Female;Control;2140;27/05/2018;03/06/2018;7;22.91957811;30.18743528;26.5535067;845;985;17;23.2;20;154.9501776;197.1401031;42.18992556;0;0;0;0
3418578;2018;Female;Malarone;O18;27/05/2018;03/06/2018;7;16.50048391;22.12742381;19.31395386;580;560;10.5;16.2;-2.857142857;41.51890669;-114.8871951;-156.4061018;0;0;0;0
3418579;2018;Male;Control;1401;27/05/2018;03/06/2018;7;20.38939626;28.06066745;24.22503186;580;745;13.5;20.9;23.57142857;36.00680394;86.76758677;50.76078283;0;0;0;0
3418580;2018;Female;Control;1401;27/05/2018;03/06/2018;7;16.60983693;24.68776647;20.6488017;530;800;10.6;18.7;38.57142857;-11.46276125;79.96906315;91.4318244;0;0;0;0
3418581;2018;Female;Malarone;O18;27/05/2018;03/06/2018;7;13.57903598;23.63179823;18.60541711;390;715;8.1;17.7;46.42857143;-66.84831425;12.25712831;79.10544257;3;2;1;1
3418582;2018;Male;Control;1543;31/05/2018;07/06/2018;7;16.09133359;22.39662326;19.24397843;410;490;9.4;15.6;11.42857143;-39.37835782;-91.7840401;-52.40568228;0;0;0;0
3418591;2018;Female;Control;2018;31/05/2018;08/06/2018;8;22.42210991;31.74327849;27.0826942;740;865;16.5;24.3;15.625;59.34083351;62.56823583;3.227402318;0;3;0;1
3418592;2018;Female;Control;2018;31/05/2018;08/06/2018;8;23.4262436;33.22982393;28.32803376;835;925;17.5;25.3;11.25;135.8317533;109.8825002;-25.94925308;3;1;1;1
3418595;2018;Male;Control;2159;01/06/2018;09/06/2018;8;20.67658808;28.30513045;24.49085927;280;745;13.8;21.1;58.125;-269.7380735;84.27822128;354.0162948;0;0;0;0
3418601;2018;Male;Control;1914;26/05/2018;02/06/2018;7;9.366379364;17.89143287;13.62890612;280;415;5;11;19.28571429;-4.375656871;-75.46374573;-71.08808886;0;0;0;0
3418602;2018;Male;Control;2087;02/06/2018;09/06/2018;7;9.169568268;17.57007175;13.36982001;230;535;4.9;10.7;43.57142857;-49.09504494;51.76385025;100.8588952;0;0;0;0
3418603;2018;Male;Control;2106;27/05/2018;03/06/2018;7;7.060224958;14.43068851;10.74545673;160;355;3.9;8.1;27.85714286;-59.43247888;-55.47287926;3.959599619;NA;0;NA;0
3418604;2018;Male;Water;2123;09/06/2018;15/06/2018;6;19.12214918;25.11108959;22.11661939;500;630;12.2;18.3;21.66666667;-17.52735337;6.491608934;24.01896231;0;1;0;1
3418605;2018;Female;Control;527;09/06/2018;28/06/2018;19;15.11913839;35.90287746;25.51100793;505;960;9.3;27;23.94736842;4.694616249;124.4256514;119.7310352;0;1;0;1
3418617;2018;Male;Water;869;09/06/2018;16/06/2018;7;20.0042124;26.42229211;23.21325226;535;675;13.1;19.5;20;-1.131508699;34.89038601;36.02189471;0;0;0;0
3418618;2018;Female;Water;869;09/06/2018;16/06/2018;7;21.54497073;28.4586292;25.00179997;725;820;15.6;21.9;13.57142857;61.98453875;50.27961575;-11.704923;0;3;0;1
3418623;2018;Male;Control;2162;10/06/2018;16/06/2018;6;23.97271315;30.62953756;27.30112535;675;825;17.2;22.9;25;67.69508002;142.8805283;75.18544828;0;1;0;1
3418632;2018;Male;Water;1203;11/06/2018;16/06/2018;5;21.82090618;26.42229211;24.12159915;520;680;15;19.5;32;-51.53247517;39.89038601;91.42286119;0;3;0;1
3418633;2018;Male;Water;1203;11/06/2018;16/06/2018;5;17.13102133;21.15345387;19.1422376;380;445;10.3;14.3;13;-93.2775586;-114.0408845;-20.76332595;0;3;0;1
3418652;2018;Male;Water;2072;10/06/2018;16/06/2018;6;26.64882232;33.62849166;30.13865699;745;740;19.7;25;-0.833333333;102.2232057;34.94720802;-67.2759977;1;1;1;1
3418663;2018;Male;Water;2112;10/06/2018;18/06/2018;8;18.1022541;25.64782028;21.87503719;460;650;11.2;18.8;23.75;-35.17344793;19.44586158;54.6193095;3;3;1;1
3418664;2018;Male;Control;1540;10/06/2018;16/06/2018;6;22.39662326;28.67690535;25.5367643;600;725;15.6;21.4;20.83333333;18.2159599;60.58806964;42.37210973;0;0;0;0
3418665;2018;Male;Control;1540;10/06/2018;16/06/2018;6;13.58625689;19.71297125;16.64961407;350;460;7.5;12.8;18.33333333;-40.35669457;-70.07607031;-29.71937574;0;1;0;1
3418666;2018;Female;Water;1833;10/06/2018;16/06/2018;6;24.9051131;31.59835384;28.25173347;885;835;18.9;24.2;-8.333333333;161.6226102;33.8654072;-127.757203;2;3;1;1
3418668;2018;Male;Water;1521;10/06/2018;16/06/2018;6;18.1022541;23.97271315;21.03748363;460;620;11.2;17.2;26.66666667;-35.17344793;12.69508002;47.86852794;0;0;0;0
3418669;2018;Male;Water;1521;10/06/2018;16/06/2018;6;12.83852702;19.41913063;16.12882883;360;520;7;12.5;26.66666667;-12.32324121;-3.87701137;8.446229842;0;0;0;0
3418746;2016;Male;Control;NA;15/06/2016;28/06/2016;13;26.87778496;26.87778496;26.87778496;640;640;19.9;19.9;0;-5.417032887;-5.417032887;0;NA;0;NA;0
3418748;2019;Female;Control;2232;19/05/2019;25/05/2019;6;18.86131872;24.57990115;21.72060994;630;775;12.8;18.6;24.16666667;29.21331915;56.65573536;27.4424162;0;0;0;0
3418749;2019;Female;Control;2232;19/05/2019;25/05/2019;6;17.76702736;23.63179823;20.6994128;560;660;11.7;17.7;16.66666667;-12.52114938;-42.74287169;-30.22172231;3;3;1;1
3418750;2019;Male;Control;2232;19/05/2019;25/05/2019;6;18.8214697;23.97271315;21.39709142;560;690;11.9;17.2;21.66666667;48.98040353;82.69508002;33.71467648;0;0;0;0
3418754;2019;Female;Control;2232;19/05/2019;25/05/2019;6;14.2430262;19.82493555;17.03398088;470;660;8.6;13.8;31.66666667;-5.690090033;35.55076805;41.24085808;0;0;0;0
3418755;2019;Female;Malarone;19931;19/05/2019;25/05/2019;6;20.20652523;26.37424215;23.29038369;610;775;14.2;20.2;27.5;-23.4373752;30.69762406;54.13499926;0;0;0;0
3418756;2019;Male;Malarone;19931;19/05/2019;25/05/2019;6;20.48525776;26.5352563;23.51025703;575;690;13.6;19.6;19.16666667;29.07778116;48.55339384;19.47561268;3;0;1;0
3418760;2019;Male;Malarone;1630;19/05/2019;26/05/2019;7;23.17524242;29.4390424;26.30714241;670;665;16.4;22;-0.714285714;75.14416615;-6.639526339;-81.78369249;0;0;0;0
3418761;2019;Female;Malarone;1630;19/05/2019;26/05/2019;7;22.819395;30.60334352;26.71136926;770;845;16.9;23.5;10.71428571;81.80601549;53.09854504;-28.70747045;0;0;0;0
3418762;2019;Male;Malarone;1630;19/05/2019;26/05/2019;7;21.24871559;27.57973541;24.4142255;605;630;14.4;20.5;3.571428571;44.13763491;-23.18140774;-67.31904265;0;0;0;0
3418791;2019;Male;Malarone;1374;22/05/2019;30/05/2019;8;25.43155368;34.23377838;29.83266603;820;745;18.6;25.4;-9.375;192.2414112;35.79820979;-156.4432014;3;2;1;1
3418792;2019;Female;Malarone;1374;22/05/2019;30/05/2019;8;24.04831684;33.22982393;28.63907038;870;885;18.1;25.3;1.875;160.2274813;69.8825002;-90.34498111;3;1;1;1
3418793;2019;Male;Malarone;1374;22/05/2019;30/05/2019;8;24.0740352;32.16223138;28.11813329;850;800;17.3;24;-6.25;241.1798213;105.6173181;-135.5625032;3;2;1;1
3418794;2019;Male;Control;2171B;23/05/2019;30/05/2019;7;18.51651909;25.64782028;22.08216969;565;710;11.6;18.8;20.71428571;60.65433376;79.44586158;18.79152781;1;4;1;1
3418795;2019;Male;Control;2171B;23/05/2019;30/05/2019;7;19.02236155;26.08694416;22.55465286;555;695;12.1;19.2;20;39.62394602;58.942892;19.31894598;4;4;1;1
3418796;2019;Male;Control;2171B;23/05/2019;30/05/2019;7;19.90738809;27.34319786;23.62529297;585;680;13;20.3;13.57142857;50.87142371;29.38117553;-21.49024818;0;3;0;1
3418797;2019;Female;Control;2171B;23/05/2019;30/05/2019;7;14.11292352;22.02975194;18.07133773;470;690;8.5;16.1;31.42857143;-2.010941517;17.06057338;19.0715149;0;0;0;0
3418817;2019;Female;Malarone;2188A;24/05/2019;30/05/2019;6;27.33091006;33.07817244;30.20454125;990;960;21;25.2;-5;233.4800258;146.1282983;-87.35172748;3;2;1;1
3418818;2019;Male;Malarone;2188A;24/05/2019;30/05/2019;6;27.93944125;33.32981313;30.63462719;840;775;20.8;24.8;-10.83333333;183.021217;72.04666831;-110.9745487;0;0;0;0
3418819;2019;Male;Malarone;2188A;24/05/2019;30/05/2019;6;24.38045648;30.90186386;27.64116017;790;790;17.6;23.1;0;176.6860476;105.6076322;-71.07841532;0;0;0;0
3418834;2019;Female;Malarone;1608;25/05/2019;01/06/2019;7;22.12742381;28.84701244;25.48721813;785;815;16.2;22.2;4.285714286;110.1128049;40.99977269;-69.11303216;4;3;1;1
3418835;2019;Female;Malarone;1608;25/05/2019;01/06/2019;7;20.4923271;26.25757587;23.37495149;675;745;14.5;20.1;10;34.9861425;2.258737005;-32.7274055;3;1;1;1
3418836;2019;Female;Control;2224;25/05/2019;01/06/2019;7;19.72932981;26.25757587;22.99345284;670;765;13.7;20.1;13.57142857;47.83851349;22.258737;-25.57977649;0;2;0;1
3418837;2019;Male;Control;2224;25/05/2019;01/06/2019;7;18.92214213;25.21739757;22.06976985;560;660;12;18.4;14.28571429;46.79309872;35.06718361;-11.72591511;0;0;0;0
3418838;2019;Female;Malarone;1489;26/05/2019;02/06/2019;7;23.52880395;31.59835384;27.56357889;770;895;17.6;24.2;17.85714286;69.03936318;93.8654072;24.82604403;0;0;0;0
3418839;2019;Female;Malarone;1489;26/05/2019;02/06/2019;7;23.7352367;32.4781606;28.10669865;780;860;17.8;24.8;11.42857143;75.48493426;51.16142348;-24.32351078;3;1;1;1
3418879;2019;Male;Malarone;18311;26/05/2019;02/06/2019;7;22.7839892;29.05485246;25.91942083;600;735;16;21.7;19.28571429;11.5983558;66.94929068;55.35093488;0;0;0;0
3418880;2019;Female;Malarone;18311;26/05/2019;02/06/2019;7;25.01461042;32.77683913;28.89572478;810;1000;19;25;27.14285714;84.96264004;188.6347945;103.6721545;0;0;0;0
3418881;2019;Male;Malarone;18311;26/05/2019;02/06/2019;7;25.539419;32.59493102;29.06717501;735;780;18.7;24.3;6.428571429;105.839899;82.37030244;-23.46959658;0;0;0;0
3418882;2019;Male;Malarone;18311;26/05/2019;02/06/2019;7;18.20670842;25.43155368;21.81913105;475;700;11.3;18.6;32.14285714;-22.49685345;72.24141122;94.73826467;0;0;0;0
3418883;2019;Female;Malarone;2214B;26/05/2019;02/06/2019;7;22.42210991;29.10944658;25.76577824;665;760;16.5;22.4;13.57142857;-15.65916649;-16.82144454;-1.162278049;2;0;1;0
3418884;2019;Female;Malarone;2214B;26/05/2019;02/06/2019;7;22.71956855;29.10944658;25.91450756;665;800;16.8;22.4;19.28571429;-21.32713266;23.17855546;44.50568813;3;NA;1;NA
3418885;2019;Male;Malarone;2214B;26/05/2019;02/06/2019;7;20.86751448;26.99319369;23.93035408;560;695;14;20;19.28571429;6.50097818;48.27278191;41.77180373;2;NA;1;NA
3418886;2019;Female;Malarone;2214B;26/05/2019;02/06/2019;7;15.47757183;21.44863364;18.46310273;405;580;9.6;15.5;25;-105.292369;-80.99253716;24.29983181;4;2;1;1
3418887;2019;Female;Malarone;2214B;26/05/2019;02/06/2019;7;14.11292352;21.06487178;17.58889765;385;565;8.5;15.1;25.71428571;-87.01094152;-87.76818341;-0.757241892;0;3;0;1
3418931;2019;Male;Malarone;2185A;31/05/2019;07/06/2019;7;23.37259065;29.56850294;26.47054679;590;705;16.6;22.1;16.42857143;-8.024132039;32.17506845;40.19920049;4;0;1;0
3418937;2019;Female;Malarone;18331;01/06/2019;08/06/2019;7;19.92044037;26.60949058;23.26496548;645;830;13.9;20.4;26.42857143;18.27954076;82.59845011;64.31890934;3;1;1;1
3418938;2019;Male;Malarone;18331;01/06/2019;08/06/2019;7;19.90738809;26.5352563;23.2213222;570;765;13;19.6;27.85714286;35.87142371;123.5533938;87.68197013;3;2;1;1
3418939;2019;Female;Malarone;18331;01/06/2019;08/06/2019;7;16.71841922;23.83912942;20.27877432;575;875;10.7;17.9;42.85714286;30.58356811;168.7226685;138.1391004;0;0;0;0
3418969;2019;Male;Malarone;869;30/05/2019;06/06/2019;7;23.07701799;30.22635399;26.65168599;710;670;16.3;22.6;-5.714285714;116.7428341;-8.672634059;-125.4154682;0;0;0;0
3418970;2019;Male;Malarone;869;30/05/2019;06/06/2019;7;22.20412239;29.31028173;25.75720206;590;700;15.4;21.9;15.71428571;11.58866993;29.55127937;17.96260944;0;0;0;0
3419031;2019;Female;Malarone;2180A;31/05/2019;10/06/2019;10;27.82525282;39.2430009;33.53412686;770;840;21.4;29;7;7.544687219;-18.05273839;-25.59742561;4;0;1;0
3419034;2019;Female;Malarone;2180A;31/05/2019;10/06/2019;10;26.49154533;38.73113114;32.61133824;830;880;20.3;28.7;5;84.14422035;25.21831652;-58.92590384;0;1;0;1
3419035;2019;Male;Malarone;2180A;31/05/2019;10/06/2019;10;24.0740352;34.54031403;29.30717462;690;745;17.3;25.6;5.5;81.17982128;33.74814909;-47.43167219;3;1;1;1
3419039;2019;Male;Malarone;2185A;31/05/2019;07/06/2019;7;22.7839892;29.82952995;26.30675957;610;825;16;22.3;30.71428571;21.5983558;149.8202651;128.2219093;3;1;1;1
3419040;2019;Female;Malarone;2185A;31/05/2019;07/06/2019;7;24.68776647;30.7433887;27.71557758;750;840;18.7;23.6;12.85714286;29.96906315;46.76281644;16.79375329;3;0;1;0
3419051;2019;Male;Control;19951;01/06/2019;08/06/2019;7;24.17575925;29.56850294;26.87213109;760;845;17.4;22.1;12.14285714;149.6732961;172.1750685;22.50177238;0;3;0;1
3419052;2019;Male;Control;19951;01/06/2019;08/06/2019;7;21.62994996;28.06066745;24.84530871;655;750;14.8;20.9;13.57142857;86.97605268;91.76758677;4.791534094;1;2;1;1
3419053;2019;Female;Control;19951;01/06/2019;08/06/2019;7;17.45890313;24.04831684;20.75360999;580;760;11.4;18.1;25.71428571;15.64979345;50.22748131;34.57768786;3;4;1;1
3419054;2019;Male;Control;791;01/06/2019;10/06/2019;9;28.30513045;40.26597516;34.2855528;760;795;21.1;29.1;3.888888889;99.27822128;50.25321452;-49.02500676;0;3;0;1
3419055;2019;Male;Control;791;01/06/2019;10/06/2019;9;27.22589468;37.57208562;32.39899015;710;730;20.2;27.5;2.222222222;60.6719505;0.03489977;-60.63705073;0;4;0;1
3419056;2019;Male;Control;791;01/06/2019;10/06/2019;9;20.58098234;29.4390424;25.01001237;400;565;13.7;22;18.33333333;-147.8371095;-106.6395263;41.19758312;0;4;0;1
3419063;2019;Female;Malarone;21372;01/06/2019;08/06/2019;7;24.36574504;31.74327849;28.05451177;690;810;18.4;24.3;17.14285714;-24.94354382;7.56823583;32.51177965;0;0;0;0
3419064;2019;Female;Malarone;21372;01/06/2019;08/06/2019;7;19.15255987;26.25757587;22.70506787;670;900;13.1;20.1;32.85714286;61.9258053;157.258737;95.3329317;3;0;1;0
3419068;2019;Female;Malarone;2196A;01/06/2019;08/06/2019;7;22.12742381;28.84701244;25.48721813;720;870;16.2;22.2;21.42857143;45.11280485;95.99977269;50.88696784;3;0;1;0
3419069;2019;Female;Malarone;2196A;01/06/2019;08/06/2019;7;22.91957811;29.77788503;26.34873157;720;890;17;22.9;24.28571429;29.95017759;106.2342644;76.28408677;0;2;0;1
3419070;2019;Male;Malarone;2196A;01/06/2019;08/06/2019;7;21.91652432;28.42837463;25.17244947;570;720;15.1;21.2;21.42857143;-3.269235053;58.04237312;61.31160817;2;0;1;0
3419071;2019;Male;Malarone;2196A;01/06/2019;08/06/2019;7;20.0042124;26.30992321;23.15706781;530;740;13.1;19.4;30;-6.131508699;101.2342522;107.3657609;3;2;1;1
3419081;2019;Female;Control;1818;02/06/2019;08/06/2019;6;24.79616775;26.49154533;25.64385654;800;930;18.8;20.3;21.66666667;78.29138658;184.1442204;105.8528338;0;1;0;1
3419082;2019;Female;Control;1818;02/06/2019;08/06/2019;6;24.68776647;31.4541198;28.07094313;800;1000;18.7;24.1;33.33333333;79.96906315;200.1679499;120.1988867;0;0;0;0
3419083;2019;Female;Control;1818;02/06/2019;08/06/2019;6;19.82493555;25.23529163;22.53011359;560;720;13.8;19.2;26.66666667;-64.44923195;-8.331249869;56.11798208;0;0;0;0
3419116;2019;Female;Control;22341;07/06/2019;14/06/2019;7;24.68776647;32.32982688;28.50879667;770;875;18.7;24.7;15;49.96906315;67.4323893;17.46332615;3;3;1;1
3419117;2019;Male;Control;22341;07/06/2019;14/06/2019;7;26.19814287;33.77882856;29.98848571;670;750;19.3;25.1;11.42857143;32.58506349;43.90376791;11.31870442;3;3;1;1
3419118;2019;Male;Control;22341;07/06/2019;14/06/2019;7;22.20412239;28.55229852;25.37821046;590;670;15.4;21.3;11.42857143;11.58866993;6.81234073;-4.776329199;2;3;1;1
3419162;2019;Male;Control;2278B;09/06/2019;25/06/2019;16;12.52730259;29.18221909;20.85476084;365;700;6.8;21.8;20.9375;0.253561765;30.747535;30.49397324;0;2;0;1
3419163;2019;Male;Control;2278B;09/06/2019;25/06/2019;16;10.85645786;29.69866497;20.27756142;290;690;5.8;22.2;25;-33.16988563;15.99501498;49.16490061;0;3;0;1
3419183;2019;Female;Malarone;2215;08/06/2019;13/06/2019;5;23.22238267;28.20319993;25.7127913;710;810;17.3;21.7;20;14.44746679;43.16554069;28.71807389;3;2;1;1
3419187;2019;Female;Control;2190A;08/06/2019;14/06/2019;6;24.68776647;31.16773328;27.92774988;795;880;18.7;23.9;14.16666667;74.96906315;82.78932851;7.820265354;0;2;0;1
3419189;2019;Male;Control;2190A;08/06/2019;14/06/2019;6;23.87178204;29.56850294;26.72014249;785;840;17.1;22.1;9.166666667;179.2191741;167.1750685;-12.04410568;3;3;1;1
3419190;2019;Male;Control;2190A;08/06/2019;14/06/2019;6;20.48525776;25.86626295;23.17576036;610;680;13.6;19;11.66666667;64.07778116;46.67989502;-17.39788614;1;3;1;1
3419237;2019;Female;Malarone;2287B;14/06/2019;21/06/2019;7;22.12742381;30.60334352;26.36538367;730;940;16.2;23.5;30;55.11280485;148.098545;92.98574019;2;0;1;0
3419265;2019;Female;Control;2249B;18/06/2019;25/06/2019;7;16.16755779;23.4262436;19.79690069;555;690;10.2;17.5;19.28571429;25.637331;-9.168246718;-34.80557772;2;4;1;1
3419266;2019;Female;Control;2249B;18/06/2019;25/06/2019;7;15.11913839;22.32358989;18.72136414;540;675;9.3;16.4;19.28571429;39.69461625;-3.746919795;-43.44153604;3;3;1;1
3419272;2019;Male;Control;2278B;09/06/2019;25/06/2019;16;7.283256353;25.21739757;16.25032696;215;655;4;18.4;27.5;-11.05008298;30.06718361;41.11726659;0;2;0;1
3419275;2020;Male;Control;2260E;16/05/2020;29/05/2020;13;19.71297125;31.31565472;25.51431299;540;830;12.8;23.4;22.30769231;9.923929694;142.2349222;132.3109925;0;2;0;1
3419276;2020;Male;Control;2260E;16/05/2020;29/05/2020;13;19.22152605;30.62953756;24.9255318;480;785;12.3;22.9;23.46153846;-39.66109094;102.8805283;142.5416192;0;1;0;1
3419277;2020;Female;Control;2260E;16/05/2020;29/05/2020;13;14.87472591;25.23529163;20.05500877;460;670;9.1;19.2;16.15384615;-33.46677503;-58.33124987;-24.86447484;4;2;1;1
3419278;2020;Male;Water;20771;16/05/2020;23/05/2020;7;19.51739943;26.76299649;23.14019796;565;620;12.6;19.8;7.857142857;39.04025729;-24.10024723;-63.14050452;2;0;1;0
3419279;2020;Male;Water;20771;16/05/2020;23/05/2020;7;16.67846592;24.27789613;20.47818102;460;600;9.9;17.5;20;-2.924466621;-11.82459571;-8.900129089;0;0;0;0
3419280;2020;Female;Malarone;20771;16/05/2020;23/05/2020;7;14.99749558;23.52880395;19.26314977;480;670;9.2;17.6;27.14285714;-16.90466293;-30.96063682;-14.05597389;4;2;1;1
3419281;2020;Female;Malarone;1500;16/05/2020;23/05/2020;7;20.87373405;27.33091006;24.10232205;770;890;14.9;21;17.14285714;121.4260602;133.4800258;12.05396557;0;0;0;0
3419282;2020;Male;Control;1500;16/05/2020;23/05/2020;7;22.01225633;28.30513045;25.15869339;685;725;15.2;21.1;5.714285714;110.0054689;64.27822128;-45.72724763;0;0;0;0
3419283;2020;Male;Water;1500;16/05/2020;23/05/2020;7;20.58098234;26.5352563;23.55811932;655;790;13.7;19.6;19.28571429;107.1628905;148.5533938;41.3905033;0;0;0;0
3419284;2020;Female;Malarone;2202B;16/05/2020;23/05/2020;7;16.2793688;23.4262436;19.8528062;575;795;10.3;17.5;31.42857143;42.56839337;95.83175328;53.26335992;0;0;0;0
3419285;2020;Female;Water;2202B;16/05/2020;23/05/2020;7;15.3591501;22.62008692;18.98961851;540;720;9.5;16.7;25.71428571;33.00152094;35.55086463;2.549343693;0;0;0;0
3419286;2020;Male;Water;1231E;16/05/2020;23/05/2020;7;23.07701799;29.82952995;26.45327397;725;850;16.3;22.3;17.85714286;131.7428341;174.8202651;43.07743101;3;3;1;1
